I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
-0.058,-0.112,-0.054,0.086,-0.002,-0.082,0.105,0.04,0.06,-0.035,-0.085,0.183
-0.06,-0.109,-0.049,0.084,-0.005,-0.079,0.105,0.042,0.06,-0.035,-0.077,0.172
-0.064,-0.11,-0.046,0.088,-0.009,-0.078,0.114,0.045,0.064,-0.034,-0.069,0.159
-0.067,-0.11,-0.043,0.089,-0.012,-0.076,0.112,0.045,0.065,-0.03,-0.062,0.145
-0.068,-0.109,-0.041,0.089,-0.013,-0.075,0.105,0.045,0.064,-0.03,-0.056,0.131
-0.069,-0.106,-0.036,0.088,-0.016,-0.071,0.103,0.045,0.06,-0.03,-0.051,0.12
-0.067,-0.103,-0.036,0.086,-0.015,-0.069,0.097,0.046,0.06,-0.03,-0.046,0.108
-0.069,-0.1,-0.032,0.085,-0.018,-0.066,0.095,0.049,0.059,-0.03,-0.04,0.097
-0.069,-0.097,-0.028,0.084,-0.02,-0.063,0.095,0.05,0.055,-0.026,-0.035,0.087
-0.05,-0.094,-0.045,0.073,-0.002,-0.069,0.095,0.051,0.055,-0.025,-0.03,0.078
-0.056,-0.097,-0.042,0.077,-0.007,-0.069,0.095,0.056,0.057,-0.025,-0.025,0.07
-0.064,-0.1,-0.036,0.083,-0.014,-0.068,0.095,0.054,0.061,-0.025,-0.02,0.06
-0.066,-0.1,-0.033,0.083,-0.017,-0.066,0.095,0.055,0.067,-0.025,-0.016,0.052
-0.078,-0.104,-0.026,0.091,-0.026,-0.065,0.091,0.073,0.075,-0.025,-0.011,0.044
-0.074,-0.105,-0.032,0.09,-0.02,-0.069,0.09,0.076,0.07,-0.025,-0.007,0.038
-0.068,-0.104,-0.037,0.086,-0.015,-0.071,0.09,0.069,0.062,-0.025,-0.005,0.03
-0.04,-0.106,-0.066,0.073,0.014,-0.086,0.09,0.07,0.057,-0.025,-0.002,0.022
-0.025,-0.104,-0.079,0.065,0.027,-0.092,0.089,0.063,0.048,-0.025,0.001,0.016
-0.033,-0.106,-0.072,0.07,0.02,-0.089,0.091,0.069,0.047,-0.025,0.004,0.008
-0.028,-0.104,-0.077,0.066,0.025,-0.09,0.104,0.085,0.051,-0.021,0.006,-0.003
-0.032,-0.106,-0.074,0.07,0.021,-0.09,0.102,0.082,0.051,-0.019,0.009,-0.013
-0.048,-0.122,-0.074,0.085,0.014,-0.098,0.096,0.076,0.049,-0.02,0.014,-0.022
-0.057,-0.126,-0.069,0.091,0.007,-0.097,0.094,0.073,0.045,-0.019,0.016,-0.033
-0.059,-0.125,-0.065,0.093,0.003,-0.095,0.086,0.067,0.045,-0.02,0.021,-0.037
-0.067,-0.13,-0.063,0.098,-0.001,-0.097,0.086,0.065,0.048,-0.018,0.024,-0.045
-0.073,-0.13,-0.057,0.101,-0.008,-0.093,0.09,0.082,0.05,-0.015,0.028,-0.055
-0.072,-0.129,-0.057,0.101,-0.008,-0.093,0.09,0.092,0.05,-0.015,0.03,-0.068
-0.074,-0.123,-0.049,0.099,-0.012,-0.086,0.092,0.089,0.049,-0.015,0.03,-0.076
-0.067,-0.119,-0.051,0.093,-0.008,-0.085,0.096,0.091,0.051,-0.014,0.03,-0.076
-0.066,-0.114,-0.049,0.09,-0.008,-0.081,0.094,0.088,0.049,-0.016,0.029,-0.084
-0.064,-0.11,-0.046,0.088,-0.009,-0.077,0.092,0.092,0.058,-0.014,0.031,-0.086
-0.059,-0.106,-0.046,0.083,-0.006,-0.076,0.088,0.084,0.062,-0.016,0.029,-0.084
-0.06,-0.101,-0.041,0.081,-0.009,-0.07,0.087,0.085,0.057,-0.014,0.032,-0.085
-0.06,-0.099,-0.038,0.08,-0.011,-0.068,0.083,0.079,0.045,-0.015,0.028,-0.085
-0.082,-0.092,-0.01,0.087,-0.035,-0.051,0.079,0.076,0.038,-0.016,0.033,-0.084
-0.039,-0.094,-0.055,0.067,0.008,-0.074,0.085,0.08,0.033,-0.017,0.025,-0.105
-0.061,-0.082,-0.021,0.072,-0.02,-0.051,0.113,0.106,0.082,0.013,0.04,-0.101
-0.11,-0.09,0.019,0.1,-0.064,-0.035,0.131,0.191,0.161,0.139,0.087,-0.087
-0.069,-0.086,-0.018,0.078,-0.026,-0.052,0.046,-0.008,-0.055,-0.02,0.112,-0.067
-0.013,-0.098,-0.085,0.056,0.036,-0.091,-0.126,-0.558,-0.69,-0.846,0.077,0.02
0.073,-0.093,-0.166,0.01,0.12,-0.129,-0.338,-1.208,-1.397,-1.785,-0.231,0.124
0.048,-0.046,-0.095,-0.001,0.072,-0.07,-0.433,-1.589,-1.591,-1.893,-0.461,0.206
0.167,-0.259,-0.426,0.046,0.297,-0.342,-0.429,-1.283,-1.279,-1.366,-0.381,0.233
0.22,-0.408,-0.628,0.094,0.424,-0.518,-0.331,-0.572,-0.722,-0.794,-0.312,0.078
-0.009,-0.282,-0.273,0.145,0.132,-0.277,-0.049,-0.035,-0.152,-0.237,-0.126,-0.144
-0.085,-0.201,-0.117,0.143,0.016,-0.159,0.102,0.152,0.067,0.01,0.049,-0.179
-0.098,-0.176,-0.078,0.137,-0.01,-0.127,0.118,0.184,0.105,0.043,0.052,-0.178
-0.117,-0.184,-0.067,0.151,-0.024,-0.125,0.14,0.202,0.123,0.079,0.062,-0.203
-0.112,-0.183,-0.071,0.148,-0.02,-0.127,0.14,0.206,0.127,0.08,0.066,-0.213
-0.115,-0.176,-0.061,0.146,-0.027,-0.118,0.148,0.221,0.139,0.102,0.065,-0.233
-0.113,-0.178,-0.065,0.145,-0.023,-0.121,0.144,0.231,0.132,0.105,0.063,-0.231
-0.109,-0.166,-0.057,0.137,-0.026,-0.111,0.142,0.229,0.136,0.105,0.059,-0.249
-0.126,-0.183,-0.058,0.155,-0.034,-0.12,0.14,0.23,0.134,0.103,0.061,-0.258
-0.156,-0.205,-0.049,0.181,-0.053,-0.127,0.139,0.23,0.135,0.099,0.059,-0.266
-0.161,-0.205,-0.044,0.183,-0.058,-0.125,0.136,0.23,0.136,0.101,0.06,-0.274
-0.167,-0.208,-0.041,0.188,-0.063,-0.124,0.134,0.232,0.134,0.103,0.06,-0.275
-0.179,-0.21,-0.031,0.195,-0.074,-0.121,0.136,0.25,0.136,0.106,0.059,-0.287
-0.179,-0.212,-0.032,0.196,-0.073,-0.122,0.133,0.259,0.14,0.104,0.064,-0.297
-0.151,-0.216,-0.064,0.184,-0.043,-0.14,0.136,0.272,0.156,0.106,0.07,-0.31
-0.147,-0.215,-0.068,0.181,-0.039,-0.141,0.134,0.289,0.167,0.105,0.062,-0.329
-0.156,-0.214,-0.057,0.185,-0.049,-0.135,0.145,0.299,0.164,0.107,0.056,-0.341
-0.171,-0.226,-0.055,0.199,-0.058,-0.14,0.17,0.317,0.18,0.111,0.05,-0.351
-0.19,-0.237,-0.047,0.214,-0.071,-0.142,0.177,0.321,0.195,0.11,0.042,-0.381
-0.192,-0.235,-0.043,0.214,-0.074,-0.138,0.204,0.354,0.21,0.11,0.042,-0.391
-0.196,-0.233,-0.037,0.215,-0.079,-0.135,0.221,0.373,0.221,0.11,0.046,-0.401
-0.213,-0.244,-0.031,0.229,-0.09,-0.138,0.225,0.362,0.224,0.11,0.048,-0.42
-0.222,-0.248,-0.026,0.236,-0.098,-0.137,0.233,0.357,0.239,0.105,0.051,-0.413
-0.22,-0.241,-0.021,0.231,-0.099,-0.131,0.212,0.354,0.23,0.096,0.053,-0.406
-0.218,-0.233,-0.015,0.226,-0.101,-0.124,0.182,0.335,0.195,0.088,0.068,-0.398
-0.174,-0.228,-0.054,0.201,-0.06,-0.141,0.149,0.277,0.155,0.078,0.086,-0.39
-0.144,-0.22,-0.076,0.182,-0.034,-0.148,0.123,0.239,0.126,0.068,0.084,-0.384
-0.157,-0.216,-0.059,0.187,-0.049,-0.137,0.114,0.225,0.108,0.057,0.086,-0.377
-0.147,-0.232,-0.085,0.19,-0.031,-0.158,0.107,0.219,0.09,0.044,0.09,-0.371
-0.145,-0.231,-0.086,0.188,-0.029,-0.158,0.1,0.216,0.075,0.036,0.09,-0.364
-0.138,-0.225,-0.086,0.182,-0.026,-0.155,0.092,0.21,0.069,0.032,0.09,-0.357
-0.108,-0.216,-0.108,0.162,0.0,-0.162,0.085,0.207,0.07,0.03,0.089,-0.352
-0.123,-0.225,-0.102,0.175,-0.01,-0.163,0.081,0.201,0.07,0.025,0.091,-0.349
-0.156,-0.257,-0.101,0.206,-0.027,-0.178,0.079,0.197,0.07,0.022,0.088,-0.347
-0.157,-0.254,-0.097,0.206,-0.03,-0.175,0.089,0.19,0.07,0.019,0.094,-0.344
-0.16,-0.255,-0.095,0.208,-0.032,-0.175,0.094,0.186,0.07,0.026,0.102,-0.341
-0.155,-0.255,-0.1,0.205,-0.027,-0.177,0.085,0.179,0.07,0.028,0.099,-0.339
-0.134,-0.256,-0.121,0.195,-0.006,-0.188,0.08,0.175,0.069,0.015,0.101,-0.335
-0.138,-0.266,-0.128,0.202,-0.005,-0.197,0.072,0.207,0.07,0.039,0.099,-0.334
-0.162,-0.264,-0.103,0.213,-0.029,-0.183,0.066,0.224,0.069,0.046,0.1,-0.335
-0.165,-0.265,-0.099,0.215,-0.033,-0.182,0.068,0.221,0.071,0.039,0.103,-0.335
-0.159,-0.26,-0.101,0.21,-0.029,-0.18,0.071,0.227,0.088,0.073,0.106,-0.335
-0.16,-0.259,-0.099,0.21,-0.031,-0.179,0.074,0.229,0.098,0.081,0.121,-0.333
-0.16,-0.261,-0.101,0.21,-0.03,-0.181,0.075,0.237,0.1,0.08,0.126,-0.328
-0.159,-0.258,-0.099,0.208,-0.03,-0.178,0.075,0.245,0.105,0.086,0.132,-0.325
-0.18,-0.276,-0.096,0.229,-0.042,-0.186,0.075,0.243,0.109,0.084,0.136,-0.322
-0.192,-0.286,-0.095,0.24,-0.048,-0.191,0.074,0.239,0.108,0.085,0.133,-0.317
-0.185,-0.28,-0.094,0.233,-0.046,-0.187,0.077,0.236,0.105,0.085,0.152,-0.315
-0.189,-0.278,-0.089,0.233,-0.049,-0.183,0.094,0.232,0.106,0.086,0.162,-0.315
-0.182,-0.273,-0.091,0.228,-0.046,-0.181,0.109,0.229,0.105,0.085,0.162,-0.315
-0.182,-0.27,-0.087,0.226,-0.048,-0.178,0.107,0.223,0.106,0.086,0.167,-0.315
-0.182,-0.266,-0.084,0.225,-0.049,-0.175,0.101,0.217,0.104,0.082,0.163,-0.315
-0.175,-0.261,-0.086,0.219,-0.045,-0.173,0.096,0.213,0.101,0.08,0.167,-0.315
-0.176,-0.256,-0.081,0.216,-0.047,-0.168,0.089,0.206,0.098,0.079,0.162,-0.311
-0.172,-0.253,-0.08,0.212,-0.046,-0.166,0.086,0.202,0.112,0.077,0.174,-0.324
-0.168,-0.247,-0.08,0.207,-0.044,-0.163,0.089,0.199,0.126,0.074,0.195,-0.328
-0.17,-0.244,-0.073,0.207,-0.048,-0.158,0.091,0.201,0.125,0.076,0.204,-0.32
-0.177,-0.239,-0.063,0.208,-0.057,-0.151,0.089,0.199,0.124,0.092,0.228,-0.316
-0.184,-0.235,-0.051,0.21,-0.066,-0.143,0.091,0.201,0.126,0.091,0.235,-0.309
-0.189,-0.234,-0.045,0.212,-0.072,-0.139,0.089,0.199,0.127,0.105,0.247,-0.306
-0.191,-0.226,-0.035,0.208,-0.078,-0.131,0.093,0.201,0.133,0.126,0.26,-0.309
-0.187,-0.228,-0.041,0.208,-0.072,-0.134,0.096,0.207,0.136,0.126,0.256,-0.311
-0.191,-0.217,-0.026,0.205,-0.082,-0.122,0.094,0.202,0.141,0.122,0.28,-0.308
-0.182,-0.218,-0.036,0.2,-0.073,-0.127,0.103,0.21,0.151,0.13,0.291,-0.312
-0.199,-0.206,-0.007,0.203,-0.096,-0.107,0.095,0.205,0.151,0.121,0.286,-0.306
-0.219,-0.206,0.012,0.212,-0.115,-0.097,0.095,0.274,0.226,0.219,0.331,-0.318
-0.224,-0.198,0.026,0.211,-0.125,-0.086,0.051,0.161,0.135,0.222,0.391,-0.285
-0.202,-0.19,0.013,0.196,-0.107,-0.088,-0.084,-0.336,-0.392,-0.457,0.4,-0.185
-0.062,-0.214,-0.153,0.138,0.046,-0.183,-0.297,-0.971,-1.131,-1.485,0.159,-0.081
-0.042,-0.112,-0.069,0.077,0.014,-0.09,-0.437,-1.462,-1.486,-1.822,-0.137,0.033
0.04,-0.258,-0.297,0.109,0.169,-0.277,-0.465,-1.33,-1.257,-1.366,-0.132,0.071
0.128,-0.478,-0.606,0.175,0.367,-0.542,-0.406,-0.65,-0.749,-0.763,-0.058,-0.072
-0.126,-0.379,-0.254,0.253,0.064,-0.316,-0.13,-0.045,-0.154,-0.197,0.121,-0.306
-0.245,-0.296,-0.05,0.271,-0.097,-0.173,0.044,0.192,0.137,0.126,0.326,-0.373
-0.207,-0.246,-0.039,0.227,-0.083,-0.142,0.068,0.233,0.163,0.164,0.347,-0.36
-0.228,-0.244,-0.017,0.236,-0.105,-0.13,0.096,0.253,0.197,0.188,0.358,-0.395
-0.256,-0.26,-0.004,0.258,-0.126,-0.132,0.094,0.27,0.221,0.218,0.385,-0.4
-0.284,-0.251,0.033,0.267,-0.158,-0.109,0.109,0.287,0.244,0.237,0.396,-0.403
-0.278,-0.258,0.02,0.267,-0.148,-0.119,0.098,0.28,0.238,0.235,0.395,-0.405
-0.281,-0.253,0.028,0.266,-0.154,-0.113,0.112,0.277,0.24,0.239,0.394,-0.422
-0.279,-0.256,0.024,0.267,-0.151,-0.116,0.124,0.275,0.241,0.241,0.396,-0.43
-0.283,-0.258,0.025,0.27,-0.154,-0.116,0.115,0.268,0.238,0.242,0.393,-0.436
-0.298,-0.26,0.038,0.279,-0.168,-0.111,0.117,0.273,0.245,0.248,0.4,-0.451
-0.3,-0.26,0.041,0.28,-0.17,-0.11,0.11,0.286,0.249,0.247,0.41,-0.451
-0.3,-0.261,0.039,0.28,-0.17,-0.111,0.11,0.293,0.258,0.255,0.41,-0.455
-0.299,-0.258,0.042,0.279,-0.17,-0.108,0.114,0.303,0.265,0.26,0.409,-0.456
-0.303,-0.267,0.036,0.285,-0.17,-0.116,0.114,0.311,0.272,0.261,0.413,-0.485
-0.327,-0.265,0.062,0.296,-0.194,-0.101,0.132,0.325,0.298,0.287,0.42,-0.515
-0.357,-0.275,0.082,0.316,-0.22,-0.096,0.149,0.326,0.311,0.31,0.42,-0.517
-0.377,-0.297,0.08,0.337,-0.228,-0.108,0.143,0.333,0.313,0.301,0.42,-0.532
-0.365,-0.286,0.079,0.325,-0.222,-0.103,0.153,0.364,0.345,0.319,0.42,-0.549
-0.357,-0.283,0.074,0.32,-0.215,-0.104,0.163,0.377,0.373,0.347,0.419,-0.558
-0.375,-0.276,0.099,0.326,-0.237,-0.089,0.162,0.387,0.393,0.357,0.423,-0.572
-0.37,-0.27,0.1,0.32,-0.235,-0.084,0.174,0.387,0.407,0.371,0.428,-0.578
-0.37,-0.281,0.089,0.325,-0.229,-0.096,0.169,0.373,0.396,0.362,0.448,-0.573
-0.37,-0.285,0.085,0.328,-0.227,-0.1,0.152,0.341,0.37,0.343,0.462,-0.563
-0.359,-0.285,0.074,0.322,-0.216,-0.105,0.134,0.292,0.316,0.312,0.459,-0.556
-0.355,-0.285,0.07,0.319,-0.212,-0.107,0.112,0.249,0.264,0.269,0.46,-0.548
-0.349,-0.285,0.064,0.317,-0.206,-0.111,0.1,0.224,0.231,0.236,0.46,-0.545
-0.35,-0.284,0.066,0.317,-0.208,-0.109,0.088,0.215,0.208,0.218,0.46,-0.545
-0.342,-0.28,0.062,0.311,-0.202,-0.109,0.077,0.202,0.205,0.215,0.458,-0.542
-0.339,-0.28,0.059,0.31,-0.2,-0.11,0.07,0.193,0.202,0.21,0.452,-0.54
-0.339,-0.279,0.06,0.309,-0.199,-0.109,0.066,0.187,0.199,0.206,0.463,-0.537
-0.338,-0.275,0.063,0.306,-0.2,-0.106,0.064,0.182,0.196,0.202,0.476,-0.551
-0.34,-0.275,0.066,0.307,-0.203,-0.104,0.059,0.178,0.194,0.197,0.474,-0.559
-0.341,-0.277,0.064,0.309,-0.203,-0.106,0.056,0.174,0.2,0.195,0.475,-0.569
-0.352,-0.281,0.07,0.317,-0.211,-0.105,0.055,0.169,0.199,0.195,0.475,-0.585
-0.355,-0.285,0.069,0.32,-0.211,-0.108,0.069,0.165,0.2,0.192,0.474,-0.586
-0.36,-0.289,0.07,0.325,-0.215,-0.109,0.081,0.165,0.199,0.189,0.478,-0.601
-0.36,-0.29,0.07,0.325,-0.215,-0.11,0.08,0.163,0.2,0.19,0.48,-0.608
-0.357,-0.29,0.067,0.323,-0.212,-0.111,0.08,0.16,0.2,0.195,0.48,-0.616
-0.374,-0.29,0.084,0.331,-0.229,-0.103,0.08,0.159,0.199,0.2,0.483,-0.623
-0.375,-0.29,0.085,0.332,-0.23,-0.102,0.08,0.163,0.215,0.208,0.486,-0.625
-0.373,-0.288,0.085,0.33,-0.229,-0.101,0.077,0.165,0.219,0.211,0.484,-0.635
-0.363,-0.284,0.079,0.324,-0.221,-0.102,0.074,0.166,0.211,0.206,0.486,-0.636
-0.367,-0.286,0.081,0.326,-0.223,-0.102,0.075,0.175,0.209,0.204,0.495,-0.642
-0.359,-0.281,0.078,0.32,-0.218,-0.101,0.075,0.173,0.203,0.2,0.495,-0.66
-0.342,-0.28,0.063,0.311,-0.203,-0.108,0.075,0.168,0.2,0.2,0.494,-0.669
-0.394,-0.28,0.115,0.337,-0.254,-0.082,0.076,0.166,0.205,0.205,0.495,-0.67
-0.408,-0.274,0.134,0.341,-0.271,-0.07,0.08,0.16,0.207,0.204,0.494,-0.678
-0.386,-0.269,0.118,0.327,-0.252,-0.075,0.088,0.161,0.219,0.206,0.496,-0.683
-0.385,-0.263,0.122,0.324,-0.253,-0.07,0.091,0.165,0.231,0.21,0.501,-0.686
-0.37,-0.259,0.111,0.314,-0.24,-0.073,0.086,0.165,0.229,0.209,0.519,-0.688
-0.36,-0.249,0.111,0.305,-0.236,-0.069,0.084,0.165,0.23,0.212,0.526,-0.692
-0.369,-0.266,0.103,0.318,-0.236,-0.081,0.081,0.165,0.23,0.215,0.524,-0.703
-0.377,-0.278,0.099,0.328,-0.238,-0.089,0.08,0.165,0.23,0.218,0.525,-0.705
-0.393,-0.264,0.129,0.328,-0.261,-0.067,0.075,0.168,0.233,0.221,0.525,-0.704
-0.393,-0.255,0.138,0.324,-0.265,-0.059,0.068,0.173,0.238,0.224,0.524,-0.71
-0.362,-0.245,0.117,0.303,-0.239,-0.064,0.064,0.174,0.24,0.229,0.52,-0.709
-0.37,-0.239,0.131,0.304,-0.25,-0.054,0.057,0.17,0.24,0.228,0.52,-0.711
-0.387,-0.232,0.155,0.309,-0.271,-0.038,0.053,0.167,0.24,0.224,0.519,-0.715
-0.375,-0.227,0.149,0.301,-0.262,-0.039,0.046,0.165,0.24,0.222,0.514,-0.714
-0.36,-0.217,0.143,0.288,-0.251,-0.036,0.053,0.161,0.24,0.218,0.515,-0.718
-0.361,-0.222,0.139,0.292,-0.25,-0.041,0.062,0.16,0.24,0.216,0.512,-0.726
-0.371,-0.241,0.13,0.306,-0.25,-0.056,0.052,0.157,0.236,0.213,0.505,-0.731
-0.377,-0.239,0.138,0.308,-0.258,-0.05,0.066,0.152,0.234,0.219,0.499,-0.739
-0.387,-0.24,0.147,0.313,-0.267,-0.046,0.085,0.149,0.235,0.225,0.492,-0.741
-0.373,-0.24,0.133,0.306,-0.253,-0.054,0.086,0.146,0.235,0.219,0.486,-0.75
-0.362,-0.239,0.123,0.3,-0.242,-0.058,0.091,0.141,0.235,0.214,0.479,-0.764
-0.36,-0.24,0.119,0.3,-0.24,-0.061,0.087,0.14,0.235,0.208,0.475,-0.764
-0.36,-0.239,0.121,0.3,-0.24,-0.059,0.081,0.14,0.235,0.202,0.475,-0.767
-0.359,-0.24,0.119,0.3,-0.239,-0.061,0.076,0.14,0.235,0.2,0.475,-0.77
-0.362,-0.239,0.122,0.3,-0.242,-0.059,0.071,0.14,0.235,0.199,0.475,-0.773
-0.379,-0.24,0.139,0.31,-0.259,-0.05,0.064,0.14,0.235,0.201,0.475,-0.775
-0.38,-0.239,0.14,0.309,-0.26,-0.05,0.061,0.14,0.235,0.199,0.473,-0.784
-0.37,-0.235,0.135,0.302,-0.252,-0.05,0.064,0.136,0.231,0.2,0.467,-0.792
-0.369,-0.235,0.134,0.302,-0.251,-0.05,0.065,0.135,0.229,0.2,0.462,-0.793
-0.362,-0.233,0.129,0.298,-0.245,-0.052,0.068,0.135,0.23,0.194,0.458,-0.801
-0.363,-0.23,0.133,0.296,-0.248,-0.048,0.07,0.13,0.229,0.191,0.453,-0.805
-0.371,-0.229,0.141,0.3,-0.256,-0.044,0.072,0.13,0.23,0.183,0.449,-0.817
-0.37,-0.232,0.138,0.301,-0.254,-0.047,0.075,0.129,0.228,0.185,0.444,-0.83
-0.371,-0.235,0.136,0.302,-0.253,-0.05,0.079,0.124,0.225,0.172,0.437,-0.83
-0.368,-0.236,0.132,0.301,-0.249,-0.052,0.08,0.125,0.222,0.178,0.43,-0.829
-0.371,-0.241,0.13,0.306,-0.251,-0.055,0.087,0.122,0.22,0.161,0.424,-0.83
-0.365,-0.238,0.126,0.301,-0.245,-0.056,0.094,0.119,0.217,0.166,0.417,-0.842
-0.341,-0.233,0.109,0.287,-0.225,-0.062,0.091,0.12,0.214,0.146,0.413,-0.855
